Date,Value
6/3/08,56.603485
6/4/08,56.705791
6/5/08,57.810856
6/6/08,56.067337
6/9/08,56.112358
6/10/08,55.829956
6/11/08,54.986828
6/12/08,55.150539
6/13/08,55.969101
6/16/08,56.063225
6/17/08,55.662132
6/18/08,55.252861
6/19/08,55.416569
6/20/08,54.516144
6/23/08,54.352451
6/24/08,54.083508
6/25/08,54.470058
6/26/08,52.890968
6/27/08,52.816944
6/30/08,52.710026
7/1/08,52.956772
7/2/08,51.871147
7/3/08,51.821793
7/7/08,51.320122
7/8/08,52.265911
7/9/08,51.204971
7/10/08,51.525707
7/11/08,51.073383
7/14/08,50.571709
7/15/08,49.921967
7/16/08,51.073383
7/17/08,51.607967
7/18/08,51.895813
7/21/08,52.035625
7/22/08,52.726479
7/23/08,52.981441
7/24/08,51.739552
7/25/08,51.895813
7/28/08,51.196751
7/29/08,52.282368
7/30/08,52.981441
7/31/08,52.381058
8/1/08,52.150787
8/4/08,51.714882
8/5/08,53.039001
8/6/08,53.104809
8/7/08,52.34816
8/8/08,53.458447
8/11/08,53.993027
8/12/08,53.400883
8/13/08,53.277519
8/14/08,53.557156
8/15/08,53.869678
8/18/08,53.080143
8/19/08,52.520866
8/20/08,52.710026
8/21/08,52.849842
8/22/08,53.590046
8/25/08,52.463303
8/26/08,52.636013
8/27/08,52.98967
8/28/08,53.853222
8/29/08,53.145931
9/2/08,52.923885
9/3/08,52.825169
9/4/08,51.204971
9/5/08,51.509281
9/8/08,52.405735
9/9/08,50.588139
9/10/08,50.925346
9/11/08,51.640873
9/12/08,52.150787
9/15/08,49.757481
9/16/08,50.398972
9/17/08,48.1455
9/18/08,49.757481
9/19/08,52.158997
9/22/08,50.357868
9/23/08,49.502529
9/24/08,49.45789
9/25/08,50.342258
9/26/08,50.300922
9/29/08,46.986652
9/30/08,48.234676
10/1/08,48.176811
10/2/08,46.011383
10/3/08,45.308857
10/6/08,43.730228
10/7/08,41.060638
10/8/08,40.275448
10/9/08,37.746357
10/10/08,36.655376
10/13/08,41.358173
10/14/08,41.002781
10/15/08,37.167809
10/16/08,38.878674
10/17/08,38.515018
10/20/08,40.490334
10/21/08,39.267109
10/22/08,37.076893
10/23/08,37.539726
10/24/08,35.737965
10/27/08,34.580845
10/28/08,38.052162
10/29/08,37.671986
10/30/08,38.944782
10/31/08,39.804356
11/3/08,39.672104
11/4/08,41.101944
11/5/08,39.06876
11/6/08,37.151276
11/7/08,38.110016
11/10/08,37.688507
11/11/08,36.828938
11/12/08,34.944523
11/13/08,37.250462
11/14/08,35.663574
11/17/08,34.72963
11/18/08,35.05196
11/19/08,32.927841
11/20/08,30.729355
11/21/08,32.473286
11/24/08,34.407284
11/25/08,34.886662
11/26/08,36.17601
11/28/08,36.614056
12/1/08,33.341095
12/2/08,34.655231
12/3/08,35.547867
12/4/08,34.489929
12/5/08,35.713158
12/8/08,37.076893
12/9/08,36.399158
12/10/08,36.812408
12/11/08,35.779278
12/12/08,36.134686
12/15/08,35.539585
12/16/08,37.40749
12/17/08,37.134739
12/18/08,36.490078
12/19/08,36.457024
12/22/08,35.944832
12/23/08,35.56171
12/24/08,35.703304
12/26/08,36.078075
12/29/08,35.803249
12/30/08,36.744339
12/31/08,37.260689
1/2/09,38.335033
1/5/09,38.326717
1/6/09,38.643185
1/7/09,37.560513
1/8/09,37.727077
1/9/09,36.802643
1/12/09,35.994801
1/13/09,36.044769
1/14/09,34.870468
1/15/09,34.995407
